"name","artists","duration_ms","album_name","album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo"
"Pari Muuttujaa","Petri Nygård, Faija","159410","Pari Muuttujaa","2023-11-23","0.684","0.829","6","-5.074","0","0.0384","0.101","0.0","0.4","0.755","115.063"
"Shanghain valot (feat. Spekti & Annika Eklund)","DJ Oku Luukkainen, Spekti, Annika Eklund","175542","Shanghain valot (feat. Spekti & Annika Eklund)","2023-11-03","0.635","0.879","3","-3.278","0","0.057","0.0239","0.0","0.0892","0.642","140.999"
"KÄVELLÄÄN","ibe","200858","RÄPPÄRI","2023-11-03","0.847","0.698","5","-5.382","0","0.0668","0.462","0.000118","0.114","0.381","98.053"
"Kaikki järjestyy","Pihlaja","168379","Kaikki järjestyy","2023-11-24","0.498","0.462","0","-8.409","1","0.079","0.723","4.48e-06","0.105","0.25","66.314"
"COSMETICOS","Myke Towers","141862","LVEU: VIVE LA TUYA...NO LA MIA","2023-11-23","0.775","0.742","8","-4.398","1","0.247","0.48","1.33e-05","0.109","0.421","179.909"
"7OB KHENA2","Marwan Moussa","224874","IMPORT//EXPORT","2023-09-03","0.807","0.526","6","-8.941","0","0.122","0.0747","4.86e-05","0.0665","0.65","141.051"
"Dueles","Jesse & Joy","247640","Un Besito Más","2015-12-04","0.531","0.834","2","-3.944","1","0.052","0.277","0.0","0.131","0.526","142.026"
"Tony","Whitecity","107974","Tony","2023-04-11","0.949","0.667","2","-7.937","1","0.317","0.535","0.00237","0.0883","0.718","116.062"
"14 PASSENGER","reezy","146040","NUR DAMIT DU WEISST","2023-10-20","0.815","0.666","3","-7.087","0","0.109","0.0987","0.00353","0.102","0.533","119.964"
"2003","Liaze, equal","136280","2003","2023-10-20","0.748","0.551","1","-7.389","1","0.0458","0.736","0.000163","0.096","0.626","107.933"
"ехо, ехо","Boro Purvi","149030","Песни за сватби и погребения","2023-11-28","0.571","0.648","9","-9.194","0","0.2","0.321","1.63e-06","0.139","0.278","144.945"
"милениал","Boro Purvi","209152","Песни за сватби и погребения","2023-11-28","0.727","0.825","1","-5.659","1","0.26","0.323","0.0","0.067","0.76","140.085"
"последната ми песен","Boro Purvi","168959","Песни за сватби и погребения","2023-11-28","0.753","0.822","3","-5.633","0","0.0639","0.694","0.0822","0.117","0.835","139.955"
"мръсни балкани","Boro Purvi","148958","Песни за сватби и погребения","2023-11-28","0.696","0.691","4","-5.344","1","0.145","0.266","0.0","0.0494","0.552","144.998"
"долари","Boro Purvi, Krisko","163636","Песни за сватби и погребения","2023-11-28","0.726","0.8","4","-5.68","0","0.0812","0.595","0.0","0.35","0.765","87.987"
"асансьора","Boro Purvi, Alex & Vladi","167401","Песни за сватби и погребения","2023-11-28","0.716","0.634","11","-8.043","1","0.282","0.196","1.36e-05","0.153","0.647","97.749"
"Сряда","Alisia, Alex Robov","208941","Сряда","2023-11-22","0.677","0.815","3","-3.894","0","0.218","0.157","0.0","0.0475","0.769","170.104"
"2001 (feat. Ceza & Sahtiyan)","Silahsız Kuvvet","233573","İhtiyar Heyeti","2002-06-06","0.57","0.819","10","-6.803","0","0.211","0.0199","0.0173","0.61","0.679","170.018"
"Shall We","Percy, 4ourYou, GENA DESOUZA","197932","Shall We","2023-08-04","0.57","0.527","1","-11.492","1","0.0337","0.315","1.8e-06","0.234","0.438","125.09"
"We Lit","23, Shenzi Beats","153600","Kod Röd","2023-11-17","0.631","0.581","4","-9.417","0","0.2","0.0485","0.000846","0.106","0.21","100.473"
"À Tua Porta","Van Zee, Carolina Deslandes","211636","À Tua Porta","2023-11-24","0.836","0.361","3","-10.086","1","0.0428","0.884","2.63e-05","0.0984","0.557","110.02"
"Llorelas","Elemece","157981","Llorelas","2023-10-21","0.692","0.531","2","-6.117","1","0.049","0.48","0.0","0.202","0.91","139.936"
"Smooth Criminal","Rema","195500","RAVAGE","2023-10-26","0.69","0.859","7","-4.849","1","0.0934","0.0118","0.0","0.164","0.219","118.067"
"GAVILÁN II","Peso Pluma, Tito Double P","225480","GÉNESIS","2023-06-29","0.738","0.843","11","-4.749","0","0.0607","0.355","4.54e-05","0.358","0.734","143.09"
"Helsinki","Netīrās Cilpas, Arturs Skutelis un Tvērumi, Marko","151098","Melnezera grāmata","2023-11-24","0.632","0.673","0","-7.56","0","0.354","0.22","0.0","0.0633","0.912","173.798"
"Crazy - Baltimore Club Edition PT.1","R-JAY Aka Eldorodo Regg, Mayne Eazy","155927","Crazy (Baltimore Club Edition PT.1)","2023-10-20","0.649","0.792","1","-8.2","0","0.141","0.0365","1.49e-06","0.144","0.633","109.795"
"Syrup","Shiva","188654","Syrup","2023-09-14","0.895","0.46","8","-6.452","1","0.0936","0.0322","0.0","0.146","0.294","139.893"
"Leke Prabhu Ka Naam (From ""Tiger 3"")","Pritam, Arijit Singh, Nikhita Gandhi, Amitabh Bhattacharya","215316","Leke Prabhu Ka Naam (From ""Tiger 3"")","2023-10-23","0.715","0.887","4","-7.103","1","0.0542","0.299","3.94e-06","0.289","0.909","115.982"
"Khalasi | Coke Studio Bharat","Aditya Gadhvi, Achint","258260","Khalasi | Coke Studio Bharat","2023-07-05","0.78","0.708","6","-8.515","0","0.152","0.444","0.0","0.334","0.801","91.998"
"Awake","BTS","226160","Wings","2016-10-10","0.35","0.498","3","-6.589","1","0.0332","0.023","1.99e-06","0.269","0.34","142.803"
"我與你的差距 (ViuTV 劇集 ""社內相親"" 主題曲)","Anson Lo 盧瀚霆, Edan 呂爵安","159789","我與你的差距 (ViuTV 劇集 ""社內相親"" 主題曲)","2023-11-27","0.719","0.668","0","-6.478","0","0.196","0.144","0.0","0.0575","0.881","94.925"
"Les étoiles","Yaro, Ninho","177175","Ciel","2023-11-23","0.748","0.706","0","-6.297","0","0.156","0.121","0.0","0.138","0.253","100.036"
"HUSO","Ritter Lean, Ski Aggu","144767","HUSO","2023-11-22","0.669","0.792","6","-6.178","0","0.0421","0.117","3.11e-06","0.258","0.618","159.975"
"Wiedaa","Stickle, Yung Hurn, Luciano","174450","Wiedaa","2023-11-24","0.823","0.671","6","-7.689","0","0.162","0.0679","3.47e-06","0.107","0.904","155.016"
"Crash Dummy","BHZ, Monk, Ion Miles","172136","2013","2023-11-17","0.625","0.732","1","-6.355","0","0.0767","0.044","1.36e-05","0.0694","0.305","147.013"
"Ujde to","Viktor Sheen","202666","Planeta opic","2023-10-13","0.822","0.531","0","-12.135","0","0.387","0.238","2.39e-06","0.0859","0.418","135.083"
"Probuzení","Viktor Sheen","137622","Planeta opic","2023-10-13","0.783","0.607","3","-11.703","0","0.466","0.651","5.96e-06","0.125","0.555","142.794"
"Рапсодия Конца Света","GONE.Fludd","142489","Рапсодия Конца Света","2023-11-24","0.76","0.748","7","-6.498","0","0.151","0.26","0.0","0.196","0.514","110.053"
"Benzomageddon","Big Baby Tape","161684","VARSKVA","2023-11-24","0.917","0.841","1","-3.161","1","0.325","0.0956","0.0","0.305","0.534","94.985"
"4 Da Game","Big Baby Tape, MACAN","177777","VARSKVA","2023-11-24","0.827","0.701","5","-4.873","0","0.146","0.00843","7.3e-06","0.118","0.378","161.946"
"Seu Erro - Ao Vivo","Henrique & Juliano","192437","To Be (Ao Vivo Em Nova Iorque EP2)","2023-10-20","0.492","0.821","11","-4.146","1","0.0507","0.39","0.0","0.394","0.647","153.743"
"Хайдути","Molec","232917","""АЛБУМ""","2023-11-10","0.79","0.578","9","-6.433","0","0.117","0.295","0.0","0.121","0.406","111.071"
"Изтръпвам","Molec","197071","""АЛБУМ""","2023-11-10","0.849","0.634","2","-6.129","1","0.0619","0.303","0.0","0.0879","0.489","131.015"
"Бял Лист","Molec","259118","""АЛБУМ""","2023-11-10","0.752","0.699","2","-8.386","0","0.0564","0.346","0.0","0.0966","0.285","128.993"
"MAGAZIN","UZI, Ufo361","183392","YOUNGSTA","2023-11-24","0.693","0.709","10","-6.764","1","0.0439","0.239","0.0","0.127","0.141","106.079"
"Guli Mata","Saad Lamjarred, Shreya Ghoshal, Rajat Nagpal","235574","Guli Mata","2023-07-12","0.589","0.749","8","-6.115","0","0.066","0.501","2.45e-06","0.343","0.604","151.522"
"Niya (feat. ElGrandeToto)","Nahir, ElGrandeToto","192293","Intégral 2 #POV","2023-06-23","0.761","0.598","0","-7.69","0","0.158","0.421","0.0128","0.104","0.541","92.931"
"Maamadura - From ""Jigarthanda DoubleX""","Santhosh Narayanan, Dhee, Vivek","168750","Maamadura (From ""Jigarthanda DoubleX"")","2023-10-09","0.763","0.932","9","-7.504","1","0.232","0.117","0.015","0.0781","0.549","95.953"
"Watch Out","Sidhu Moose Wala, Sikander Kahlon, Mxrci","236168","Watch Out","2023-11-12","0.465","0.646","7","-6.882","1","0.184","0.00563","0.0","0.191","0.336","99.436"
"沒有翅膀的天使","Keung To","198000","沒有翅膀的天使","2023-04-28","0.425","0.397","6","-10.623","1","0.0403","0.116","7.37e-06","0.0808","0.311","198.058"
"Salt El Zein - صلاة الزين","Double Zuksh","156770","Salt El Zein - صلاة الزين","2023-04-17","0.775","0.655","2","-4.017","0","0.0292","0.0384","0.000599","0.22","0.24","130.019"
"Wahshteeny","Amir Eid","148000","Wahshteeny","2023-07-06","0.958","0.549","8","-8.745","1","0.0617","0.313","8.7e-06","0.0685","0.875","124.024"
"Tag Mig Med - Fra julekalenderen 'Theo og Den Magiske Talisman'","Mads Langer","219802","Tag Mig Med (Fra julekalenderen 'Theo og Den Magiske Talisman')","2018-11-16","0.592","0.656","0","-6.03","1","0.105","0.065","0.0","0.109","0.417","94.87"
"Respira um pouco","D'Santa, MagicBlack Records, D'Walk, Sotam, Volk Beats","188852","Respira um pouco","2023-11-24","0.8","0.487","6","-8.178","0","0.0802","0.469","0.0","0.121","0.591","121.962"
"No Es Por Acá","Carin Leon","167692","Colmillo De Leche","2023-05-19","0.742","0.37","2","-6.311","1","0.0309","0.465","0.0","0.105","0.597","97.534"
"Oi Vida - Ao Vivo","Gusttavo Lima, Wesley Safadão","132554","Oi Vida (Ao Vivo)","2023-07-08","0.846","0.878","7","-3.642","1","0.071","0.23","0.0","0.175","0.845","91.031"
"Ithuba","Lwah Ndlunkulu, Siya Ntuli","263004","Imizwa","2023-11-24","0.491","0.547","0","-8.162","1","0.129","0.678","0.0","0.102","0.16","112.197"
"Hele Bi (Club Version)","Alişan","243800","Ve Kimselere Güvenmiyorum","2007-02-22","0.77","0.706","11","-3.882","0","0.0804","0.0256","0.0","0.0488","0.873","105.013"
"Ole","Bvcovia, YNY Sebi, Snoop Dogg","144000","Ole","2023-10-13","0.87","0.691","2","-5.025","1","0.0508","0.129","0.0","0.0856","0.798","129.961"
"Mo Boy","Dillaz","232000","Reflexo","2016-05-26","0.756","0.655","7","-7.034","1","0.397","0.555","3.54e-06","0.102","0.389","180.165"
"Danseproblem","Bausa, Coucheron","163655","Danseproblem","2023-10-20","0.826","0.648","8","-7.821","0","0.0873","0.201","0.000566","0.694","0.733","124.95"
"Oceaan","Racoon","164757","The Singles Collection","2013-03-15","0.593","0.313","9","-8.961","1","0.0383","0.866","0.0","0.108","0.219","95.904"
"Melnezera mūzika","Netīrās Cilpas, HOTTE, xantikvariāts","108479","Melnezera grāmata","2023-11-24","0.544","0.634","7","-7.883","1","0.432","0.221","0.0","0.388","0.789","81.4"
"I know who i am","Jvson","172631","I know who i am","2023-09-21","0.743","0.596","10","-10.212","0","0.0585","0.0873","0.0948","0.0478","0.962","114.002"
"Nichijo","OFFICIAL HIGE DANDISM","353340","Nichijo","2023-09-13","0.606","0.708","1","-6.983","1","0.0342","0.0205","0.000183","0.173","0.758","117.982"
"RAY LIOTTA - goodfellas","Emis Killa, Capo Plaza, Jake La Furia, Baby Gang","184097","Effetto notte (L'alba)","2023-11-24","0.557","0.637","6","-6.314","1","0.292","0.023","0.00314","0.126","0.339","88.839"
"Baby","Bruno X Spacc, VALMAR","158652","Baby","2023-10-26","0.838","0.642","1","-6.141","0","0.0789","0.422","0.0","0.117","0.362","90.033"
"PRONTO","Tugan, Ortiz, Skoul","186239","STILL ARISE","2022-12-01","0.841","0.491","7","-9.141","1","0.337","0.336","2.52e-06","0.269","0.452","120.832"
"Ola Kala","Trannos","186428","Ola Kala","2023-10-25","0.94","0.921","0","-4.522","0","0.0595","0.146","0.0","0.0539","0.968","140.039"
"Comment on fait","Vianney, Zazie","180745","à 2 à 3","2023-11-10","0.855","0.682","1","-4.705","0","0.0486","0.589","3.86e-06","0.113","0.745","123.961"
"Mitä meille jää","Roope Salminen & Koirat","191746","Mitä meille jää","2023-11-24","0.532","0.765","0","-5.588","1","0.076","0.0624","1.16e-06","0.535","0.658","157.909"
"Meidän pöytä (feat. Cledos, Elastinen)","vitunleija, Cledos, Elastinen","153075","Meidän pöytä (feat. Cledos, Elastinen)","2023-11-17","0.576","0.611","2","-6.254","1","0.395","0.085","0.0","0.155","0.65","98.793"
"COCO LOCO","Maluma","166734","Don Juan","2023-08-25","0.783","0.868","7","-2.961","0","0.0591","0.19","0.0","0.165","0.727","109.977"
"Savage","MERO, Tion Wayne","138924","Savage","2023-11-23","0.819","0.644","1","-5.824","1","0.113","0.0821","1.02e-05","0.192","0.636","145.994"
"Dirty Bidness","Big Baby Tape, kizaru","119172","VARSKVA","2023-11-24","0.922","0.752","0","-5.752","1","0.0989","0.0262","5.11e-05","0.137","0.564","144.924"
"Narcisista - Ao Vivo","Maiara & Maraisa","211200","Ao Vivo Em Portugal, Vol. 1","2023-09-28","0.623","0.841","4","-2.888","1","0.0698","0.151","0.0","0.4","0.627","74.891"
"Take a Trip","M4SE","103304","Take a Trip","2023-05-05","0.493","0.66","11","-8.95","0","0.121","0.000521","0.0","0.427","0.109","142.96"
"Twerkaa","Big Baby Tape","174299","VARSKVA","2023-11-24","0.904","0.786","5","-5.416","0","0.177","0.0096","0.000324","0.0883","0.645","83.972"
"Keys to the City","Big Baby Tape","165230","VARSKVA","2023-11-24","0.732","0.681","1","-5.527","1","0.471","0.225","0.0","0.187","0.76","175.309"
"1 NUMARA","UZI, Heijan","155163","YOUNGSTA","2023-11-24","0.486","0.708","5","-6.986","0","0.213","0.309","0.0","0.133","0.45","88.605"
"MUFASA","UZI","181997","YOUNGSTA","2023-11-24","0.615","0.717","4","-7.856","0","0.0475","0.171","5.39e-06","0.231","0.102","120.001"
"GUCCI BAG","UZI","143281","YOUNGSTA","2023-11-24","0.775","0.796","4","-6.329","1","0.0422","0.0171","0.000416","0.12","0.0958","134.004"
"AGZI BOZUK","UZI","126137","YOUNGSTA","2023-11-24","0.635","0.703","5","-7.535","0","0.0622","0.105","0.0","0.127","0.296","160.041"
"Mladý Ale Plný","Luca Brassi10x, D.Stroy, Crosso","274082","Mladý Ale Plný","2023-11-24","0.537","0.515","1","-9.879","1","0.108","0.0058","3.7e-06","0.125","0.278","168.523"
"KIKI","ODZ","126324","KIKI","2023-11-24","0.982","0.507","6","-8.997","0","0.766","0.0289","0.000181","0.0988","0.492","125.002"
"YOUNG THUG PÅ 1M","Dani M, ADAAM, DAN","145797","YOUNG THUG PÅ 1M","2023-11-24","0.568","0.773","1","-5.597","0","0.279","0.653","0.0","0.189","0.553","106.542"
"Gas","Asme","173131","Spår av BLod","2023-10-27","0.919","0.615","0","-6.665","0","0.193","0.0168","0.0159","0.154","0.524","125.044"
"IN LIPSA TA","RAVA, Iustin","192000","BULIBA$HA (Deluxe)","2022-03-11","0.662","0.615","11","-6.322","0","0.0338","0.183","0.0","0.169","0.429","149.974"
"GŁUPIE POMYSŁY","Gedz, Quebonafide, @atutowy","194782","GŁUPIE POMYSŁY","2023-11-23","0.73","0.691","11","-7.045","0","0.0554","0.144","0.000194","0.0904","0.446","137.968"
"NIC DO STRACENIA","SVM!R","184000","NIC DO STRACENIA","2023-11-10","0.789","0.823","1","-4.141","1","0.0476","0.0142","0.0","0.125","0.337","150.034"
"Całe Lata","Taco Hemingway, Dawid Podsiadło, @atutowy","237217","1-800-OŚWIECENIE","2023-09-21","0.674","0.552","2","-9.029","0","0.0559","0.203","0.0","0.277","0.68","147.995"
"OBVIO","Myke Towers","162447","LVEU: VIVE LA TUYA...NO LA MIA","2023-11-23","0.83","0.535","1","-5.223","1","0.282","0.152","0.0","0.181","0.591","84.053"
"Usynlig","Erika Norwich","223086","Usynlig","2023-11-24","0.538","0.188","0","-11.636","0","0.0356","0.629","0.0","0.109","0.308","117.51"
"Se så glad nissen er (med Nissemor)","Staysman","151138","Se så glad nissen er (med Nissemor)","2023-11-24","0.689","0.809","5","-8.619","1","0.0586","0.026","0.0","0.22","0.553","128.038"
"Julebordet","Carina Dahl","104276","Julebordet","2023-11-24","0.789","0.83","2","-5.166","1","0.0338","0.00478","5.52e-05","0.139","0.924","126.018"
"Overcome","Nothing But Thieves","214723","Dead Club City","2023-06-30","0.413","0.876","11","-4.577","1","0.057","0.000938","0.000104","0.387","0.341","164.08"
"Trust","Kevin, Yade Lauren","172271","Wonderland","2023-11-16","0.887","0.436","11","-8.95","1","0.309","0.368","0.0","0.0856","0.671","114.942"
"Dreaming","Marshmello, P!nk, Sting","170261","Dreaming","2023-10-20","0.697","0.732","11","-6.534","0","0.0646","0.0139","0.000631","0.0807","0.651","124.932"
"Apdirsies","Netīrās Cilpas, Riekstu Armija, Ozols","197845","Melnezera grāmata","2023-11-24","0.561","0.747","8","-7.343","1","0.408","0.0577","0.0","0.348","0.776","86.502"
"Jauns","Netīrās Cilpas, I MEAN LOVE, ansis","127820","Melnezera grāmata","2023-11-24","0.897","0.686","7","-7.644","1","0.208","0.0427","2.26e-05","0.152","0.92","121.068"
"Longbīča / Prospekti","Netīrās Cilpas, PCK 97, Kjuumanis","146527","Melnezera grāmata","2023-11-24","0.763","0.701","5","-7.741","0","0.467","0.0227","0.0","0.301","0.757","92.055"
"Trīsstūris","Netīrās Cilpas, 3adatu stagars","134370","Melnezera grāmata","2023-11-24","0.897","0.526","10","-9.591","1","0.397","0.0884","0.0","0.0564","0.66","130.186"
"OGMC","Netīrās Cilpas, Ozols","151723","Melnezera grāmata","2023-11-24","0.551","0.792","9","-7.368","1","0.407","0.369","0.0","0.763","0.873","176.163"
"Krekli pie griestiem","Netīrās Cilpas, Arturs Skutelis un Tvērumi, ansis","144856","Melnezera grāmata","2023-11-24","0.599","0.609","10","-9.427","0","0.35","0.296","0.0","0.507","0.733","79.877"
"Kreiļa ierocis","Netīrās Cilpas, Kurts, I MEAN LOVE","101822","Melnezera grāmata","2023-11-24","0.67","0.658","9","-11.317","1","0.0712","0.115","4.43e-05","0.35","0.143","123.934"
"Zenītā","Netīrās Cilpas, Ods, goča, MC Apšaude","148933","Melnezera grāmata","2023-11-24","0.779","0.681","1","-9.075","0","0.044","0.285","0.0","0.198","0.603","129.029"
"Banda Taxi","Netīrās Cilpas, Steps, xantikvariāts, rolands če","166138","Melnezera grāmata","2023-11-24","0.928","0.597","4","-4.744","0","0.34","0.0188","1.2e-06","0.0892","0.33","140.007"
"Tilti un tuneļi","Netīrās Cilpas, Eliots, ansis","144018","Melnezera grāmata","2023-11-24","0.819","0.549","4","-9.454","0","0.173","0.14","0.0","0.298","0.919","142.081"
"Manevrē kā mažori","Netīrās Cilpas, Pionieris, ansis","113839","Melnezera grāmata","2023-11-24","0.722","0.503","1","-7.64","0","0.341","0.0163","9.91e-06","0.124","0.753","78.824"
"anša bīts","Netīrās Cilpas, Melikols, ansis","224852","Melnezera grāmata","2023-11-24","0.859","0.678","1","-9.65","0","0.16","0.0497","2.41e-06","0.0425","0.553","126.019"
"Prasīgais klusums","Netīrās Cilpas, E.V., Kaizers","144126","Melnezera grāmata","2023-11-24","0.491","0.642","1","-8.827","1","0.362","0.0171","0.0","0.369","0.759","80.865"
"HIP-HOP BĪTS","Netīrās Cilpas, Kapelmeistars Group","96549","Melnezera grāmata","2023-11-24","0.887","0.753","1","-8.345","1","0.33","0.236","1.14e-06","0.45","0.472","118.0"
"SiSiDra 5000","Netīrās Cilpas, Bruolāns, ŪGA, Kvāps","134227","Melnezera grāmata","2023-11-24","0.662","0.497","1","-10.312","1","0.579","0.449","0.0","0.595","0.849","75.593"
"SĒNE!","Netīrās Cilpas, Amanito","105794","Melnezera grāmata","2023-11-24","0.621","0.681","4","-10.412","1","0.322","0.0802","0.0","0.0864","0.62","106.515"
"Onomatopoeia","Close","136800","Onomatopoeia","2023-10-27","0.896","0.403","10","-13.699","0","0.111","0.176","0.0713","0.0849","0.661","100.02"
"RED&BLUE","Artie 5ive, Rondodasosa","207435","RED&BLUE","2023-11-24","0.359","0.87","1","-5.235","1","0.241","0.00678","0.0","0.0948","0.51","99.404"
"JOE PESCI & DE NIRO - casinò","Emis Killa, Gemitaiz","157186","Effetto notte (L'alba)","2023-11-24","0.749","0.72","11","-6.185","1","0.233","0.0195","0.0","0.252","0.706","135.999"
"Puoi (feat. Pinguini Tattici Nucleari)","Fulminacci, Pinguini Tattici Nucleari","166545","Infinito +1","2023-11-24","0.737","0.805","6","-4.811","0","0.108","0.289","0.0","0.105","0.907","98.97"
"Aegean","Solkatt","230005","Journey","2020-01-11","0.792","0.256","0","-13.66","0","0.0727","0.0195","0.948","0.095","0.108","107.998"
"DeepEnd Freestyle","Siles Hendrix","116427","DeepEnd Freestyle","2020-09-02","0.826","0.135","11","-14.682","0","0.42","0.821","0.0","0.16","0.847","133.88"
"Jólastelpa","Háski, Lil Curly","171058","Jólastelpa","2023-11-24","0.584","0.585","9","-9.895","1","0.0537","0.0508","0.0","0.0554","0.171","173.85"
"Arjan Vailly (From ""ANIMAL"")","Manan Bhardwaj, Bhupinder Babbal","182170","Arjan Vailly (From ""ANIMAL"")","2023-11-18","0.532","0.825","3","-3.239","0","0.0798","0.241","0.0","0.31","0.878","75.723"
"A Tankcsapda Sem Hazudott Mindenben","Krúbi","267466","III. Krúbi","2023-11-17","0.5","0.457","4","-8.342","1","0.134","0.228","5.58e-05","0.12","0.137","165.336"
"Chooky - Busta Rhymes","O.T, Busta Rhymes, Elesia Iimura","182500","Chooky (Busta Rhymes)","2023-11-09","0.851","0.782","9","-7.156","1","0.146","0.0367","1.44e-05","0.1","0.595","95.983"
"Drifté","Hamza","160960","Sincèrement","2023-11-22","0.899","0.612","3","-6.308","0","0.0467","0.0145","1.64e-06","0.118","0.859","127.004"
"Sommet","Richie Beats, Freeze corleone","208303","Oh My God Vol.1","2023-11-24","0.708","0.661","10","-6.655","1","0.295","0.0613","0.00252","0.242","0.126","132.104"
"Rihanna","SDM","161346","OCHO","2021-04-08","0.63","0.704","10","-5.954","1","0.323","0.32","0.0","0.098","0.514","183.088"
"Maalainen","Pyrythekid, Axel Kala","178657","Maalainen","2023-11-24","0.797","0.636","8","-6.002","0","0.258","0.0307","0.0","0.231","0.714","94.034"
"Kirja","Costi","175672","Coast to Costi","2023-11-16","0.729","0.635","10","-6.764","0","0.0405","0.0416","7.35e-06","0.134","0.5","132.969"
"EMRATA","Myke Towers","225507","LVEU: VIVE LA TUYA...NO LA MIA","2023-11-23","0.808","0.617","5","-7.198","1","0.137","0.332","0.0","0.591","0.398","104.054"
"CARTERA & TACOS","Myke Towers","129932","LVEU: VIVE LA TUYA...NO LA MIA","2023-11-23","0.906","0.833","1","-3.379","1","0.162","0.223","0.0228","0.333","0.892","90.029"
"RITUAL","Myke Towers","154432","LVEU: VIVE LA TUYA...NO LA MIA","2023-11-23","0.832","0.706","9","-4.367","1","0.144","0.241","2.28e-06","0.112","0.475","94.968"
"OTRO ROUND","Myke Towers","134131","LVEU: VIVE LA TUYA...NO LA MIA","2023-11-23","0.844","0.664","1","-4.884","1","0.0465","0.505","1.86e-05","0.0761","0.801","105.025"
"جوب","Muslim","250540","جوب","2022-09-02","0.811","0.868","8","-8.457","1","0.18","0.168","0.0","0.135","0.779","99.976"
"Liquor & Cigarettes (feat. ArrDee)","Chase & Status, Hedex, ArrDee","189986","2 RUFF, Vol. 1","2023-11-10","0.589","0.978","0","-0.239","1","0.353","0.0505","0.0","0.0906","0.649","175.017"
"Vamo' a Rapa","Menor Queen, La Sadica","149237","Vamo' a Rapa","2023-10-19","0.798","0.734","6","-3.265","0","0.178","0.335","0.0509","0.235","0.622","118.044"
"For Life","Jamaika, Branco, Carmon","156000","Championship","2023-11-10","0.738","0.691","5","-6.555","0","0.304","0.204","1.94e-06","0.149","0.713","139.999"
"Bump (feat. Lamin)","TopGunn, Lamin","170698","DK GOAT","2023-10-13","0.845","0.555","1","-4.54","1","0.273","0.12","4.27e-06","0.0767","0.716","94.117"
"James Blake","Provinz, ENNIO","224146","James Blake","2023-11-24","0.73","0.435","6","-8.813","1","0.0422","0.795","0.000373","0.112","0.259","117.067"
"PARADOX","Safraoui, HoodBlaq","161333","PARADOX","2023-11-24","0.451","0.737","6","-6.912","1","0.371","0.152","0.0","0.108","0.252","86.578"
"luft holen","Casper","146346","nur liebe, immer.","2023-11-24","0.633","0.506","6","-9.108","0","0.209","0.334","1.92e-05","0.165","0.401","96.154"
"DIE ZONA","UZI, RAF Camora","145161","YOUNGSTA","2023-11-24","0.74","0.719","11","-6.339","0","0.093","0.0438","0.0","0.0737","0.565","123.997"
"Scheine zählen","AYLIVA","167946","Schwarzes Herz","2023-08-25","0.49","0.379","0","-8.335","0","0.0318","0.747","3.05e-06","0.162","0.236","77.928"
"Familia (feat. Morad)","Luciano, Morad","173480","Familia (feat. Morad)","2023-11-09","0.819","0.538","4","-6.811","0","0.292","0.141","0.00209","0.138","0.542","125.026"
"Nemusim nic","Ben Cristovao","197000","ZVÍŘE","2023-11-10","0.658","0.688","0","-8.003","0","0.133","0.0618","0.55","0.0846","0.703","115.028"
"Loch dür Zyt - Radio Edit","Züri West","182813","Loch dür Zyt (Radio Edit)","2023-11-24","0.874","0.439","8","-9.754","1","0.0471","0.0989","0.00213","0.0845","0.781","118.023"
"Handy brennt…","Azet","166198","Handy brennt…","2023-11-17","0.8","0.761","5","-4.608","0","0.202","0.124","0.0","0.142","0.704","97.037"
"Bentayga","Big Baby Tape","135529","VARSKVA","2023-11-24","0.861","0.805","1","-5.109","0","0.207","0.0159","0.00265","0.103","0.451","84.989"
"On Gang","Big Baby Tape, Baby Melo","186070","VARSKVA","2023-11-24","0.774","0.799","10","-3.925","0","0.274","0.0255","0.0","0.343","0.712","160.136"
"Wake And Bake","Big Baby Tape","143951","VARSKVA","2023-11-24","0.952","0.782","11","-6.184","1","0.177","0.164","3.91e-05","0.053","0.786","100.082"
"Last Summer","Big Baby Tape","160000","VARSKVA","2023-11-24","0.81","0.741","5","-3.618","1","0.0503","0.0368","0.0","0.16","0.625","90.026"
"Passengers & Pilots","Big Baby Tape","132417","VARSKVA","2023-11-24","0.812","0.828","1","-3.695","1","0.33","0.0243","0.0","0.36","0.652","173.961"
"M11","Big Baby Tape, ALBLAK 52","157333","VARSKVA","2023-11-24","0.827","0.792","10","-5.326","0","0.204","0.0174","0.0","0.0807","0.703","89.884"
"Mama Don't Cry","Big Baby Tape, Huzzy Buzzy","217748","VARSKVA","2023-11-24","0.795","0.35","9","-8.238","1","0.152","0.237","3.88e-06","0.138","0.364","75.522"
"RIP Trappa","Big Baby Tape","152728","VARSKVA","2023-11-24","0.846","0.749","1","-5.695","0","0.106","0.201","0.0","0.112","0.745","144.998"
"Lyfe","Big Baby Tape","163201","VARSKVA","2023-11-24","0.834","0.794","4","-6.023","0","0.0589","0.183","0.000496","0.157","0.446","100.036"
"Vem Quebrando","Mc Danone, DJ THG, Dj Hm Oliveira","148615","Vem Quebrando","2023-07-17","0.621","0.594","1","-2.104","1","0.438","0.272","0.000931","0.171","0.678","75.346"
"Песен за колата","Molec","215816","""АЛБУМ""","2023-11-10","0.773","0.613","6","-6.812","0","0.132","0.409","2.41e-06","0.122","0.295","92.989"
